Country;Subregion;Indicator;Dimension;Category;Sex;Age;Year;Unit of measurement;VALUE;Source;;
Bulgaria;Eastern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2010;Rate per 100;000 population;40;9157643;CTS
Bulgaria;Eastern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2010;Rate per 100;000 population;9;373723487;CTS
Bulgaria;Eastern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2010;Rate per 100;000 population;2;841746632;CTS
Bulgaria;Eastern Europe;Violent offences;by type of offence;Robbery;Total;Total;2010;Rate per 100;000 population;50;32989177;CTS
Bulgaria;Eastern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2010;Rate per 100;000 population;1;589223235;CTS
Bosnia and Herzegovina;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2010;Rate per 100;000 population;13;62847114;CTS
Bosnia and Herzegovina;Southern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2010;Rate per 100;000 population;3;967099521;CTS
Bosnia and Herzegovina;Southern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2010;Rate per 100;000 population;1;241405292;CTS
Bosnia and Herzegovina;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2010;Rate per 100;000 population;0;26987072;CTS
Belgium;Western Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2010;Rate per 100;000 population;10;25712754;CTS
Belgium;Western Europe;Violent offences;by type of offence;Serious assault;Total;Total;2010;Rate per 100;000 population;710;8500206;CTS
Belgium;Western Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2010;Rate per 100;000 population;64;84296402;CTS
Belgium;Western Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2010;Rate per 100;000 population;30;24115677;CTS
Belgium;Western Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2010;Rate per 100;000 population;34;60180725;CTS
Belgium;Western Europe;Violent offences;by type of offence;Robbery;Total;Total;2010;Rate per 100;000 population;218;873748;CTS
Belarus;Eastern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2010;Rate per 100;000 population;12;292242;CTS
Belarus;Eastern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2010;Rate per 100;000 population;1;517953892;CTS
Belarus;Eastern Europe;Violent offences;by type of offence;Robbery;Total;Total;2010;Rate per 100;000 population;50;26231942;CTS
Belarus;Eastern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2010;Rate per 100;000 population;0;201686181;CTS
Belarus;Eastern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2010;Rate per 100;000 population;3;885112757;CTS
Austria;Western Europe;Violent offences;by type of offence;Serious assault;Total;Total;2010;Rate per 100;000 population;42;87780717;CTS
Austria;Western Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2010;Rate per 100;000 population;10;40434866;CTS
Austria;Western Europe;Violent offences;by type of offence;Robbery;Total;Total;2010;Rate per 100;000 population;51;24884883;CTS
Austria;Western Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2010;Rate per 100;000 population;0;107016158;CTS
Austria;Western Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2010;Rate per 100;000 population;39;23925781;CTS
Austria;Western Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2010;Rate per 100;000 population;28;84679983;CTS
Andorra;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2010;Rate per 100;000 population;116;395008;CTS
Andorra;Southern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2010;Rate per 100;000 population;11;84076539;CTS
Andorra;Southern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2010;Rate per 100;000 population;1;184076539;CTS
Andorra;Southern Europe;Violent offences;by type of offence;Robbery;Total;Total;2010;Rate per 100;000 population;9;47261231;CTS
Andorra;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2010;Rate per 100;000 population;0;CTS;
Albania;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2010;Rate per 100;000 population;6;37932463;CTS
Albania;Southern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2010;Rate per 100;000 population;2;679756542;CTS
Albania;Southern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2010;Rate per 100;000 population;0;814103253;CTS
Albania;Southern Europe;Violent offences;by type of offence;Robbery;Total;Total;2010;Rate per 100;000 population;8;5348658;CTS
Albania;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2010;Rate per 100;000 population;0;30528872;CTS
Switzerland;Western Europe;Violent offences;by type of offence;Serious assault;Total;Total;2012;Rate per 100;000 population;7;455039369;CTS
Switzerland;Western Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2012;Rate per 100;000 population;7;105389282;CTS
Switzerland;Western Europe;Violent offences;by type of offence;Robbery;Total;Total;2012;Rate per 100;000 population;75;87406903;CTS
Switzerland;Western Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2012;Rate per 100;000 population;32;23024558;CTS
Switzerland;Western Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2012;Rate per 100;000 population;25;1248563;CTS
Switzerland;Western Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2012;Rate per 100;000 population;0;62437516;CTS
Sweden;Northern Europe;Violent offences;by type of offence;Robbery;Total;Total;2012;Rate per 100;000 population;96;54381929;CTS
Sweden;Northern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2012;Rate per 100;000 population;62;3400826;CTS
Sweden;Northern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2012;Rate per 100;000 population;55;93736105;CTS
Sweden;Northern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2012;Rate per 100;000 population;147;6503217;CTS
Sweden;Northern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2012;Rate per 100;000 population;81;38058186;CTS
Spain;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2012;Rate per 100;000 population;36;8718064;CTS
Spain;Southern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2012;Rate per 100;000 population;19;1402773;CTS
Spain;Southern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2012;Rate per 100;000 population;2;719755212;CTS
Spain;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2012;Rate per 100;000 population;0;250727434;CTS
Spain;Southern Europe;Violent offences;by type of offence;Robbery;Total;Total;2012;Rate per 100;000 population;205;2713998;CTS
Slovenia;Southern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2012;Rate per 100;000 population;12;82907301;CTS
Slovenia;Southern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2012;Rate per 100;000 population;2;818508465;CTS
Slovenia;Southern Europe;Violent offences;by type of offence;Robbery;Total;Total;2012;Rate per 100;000 population;19;63465;CTS
Slovenia;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2012;Rate per 100;000 population;0;194379894;CTS
Slovenia;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2012;Rate per 100;000 population;98;74498621;CTS
Slovakia;Eastern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2012;Rate per 100;000 population;40;31473192;CTS
Slovakia;Eastern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2012;Rate per 100;000 population;1;625147233;CTS
Slovakia;Eastern Europe;Violent offences;by type of offence;Robbery;Total;Total;2012;Rate per 100;000 population;17;98742505;CTS
Slovakia;Eastern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2012;Rate per 100;000 population;0;129273075;CTS
Slovakia;Eastern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2012;Rate per 100;000 population;11;83772018;CTS
Serbia;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2012;Rate per 100;000 population;14;7984657;CTS
Serbia;Southern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2012;Rate per 100;000 population;4;306431818;CTS
Serbia;Southern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2012;Rate per 100;000 population;0;950770661;CTS
Serbia;Southern Europe;Violent offences;by type of offence;Robbery;Total;Total;2012;Rate per 100;000 population;42;40437149;CTS
Serbia;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2012;Rate per 100;000 population;0;123040909;CTS
Russian Federation;Eastern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2012;Rate per 100;000 population;3;11541001;CTS
Russian Federation;Eastern Europe;Violent offences;by type of offence;Robbery;Total;Total;2012;Rate per 100;000 population;76;43588317;CTS
Russian Federation;Eastern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2012;Rate per 100;000 population;0;355570648;CTS
Russian Federation;Eastern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2012;Rate per 100;000 population;20;17099504;CTS
Russian Federation;Eastern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2012;Rate per 100;000 population;9;56429484;CTS
Russian Federation;Eastern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2012;Rate per 100;000 population;3;882109218;CTS
Romania;Eastern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2012;Rate per 100;000 population;85;12682285;CTS
Romania;Eastern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2012;Rate per 100;000 population;4;424676604;CTS
Romania;Eastern Europe;Violent offences;by type of offence;Robbery;Total;Total;2012;Rate per 100;000 population;15;78546637;CTS
Romania;Eastern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2012;Rate per 100;000 population;7;618353796;CTS
Romania;Eastern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2012;Rate per 100;000 population;1;933015142;CTS
Republic of Moldova;Eastern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2012;Rate per 100;000 population;7;97388687;CTS
Republic of Moldova;Eastern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2012;Rate per 100;000 population;15;13811753;CTS
Republic of Moldova;Eastern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2012;Rate per 100;000 population;8;832613148;CTS
Republic of Moldova;Eastern Europe;Violent offences;by type of offence;Robbery;Total;Total;2012;Rate per 100;000 population;4;97351099;CTS
Republic of Moldova;Eastern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2012;Rate per 100;000 population;2;25722336;CTS
Portugal;Southern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2012;Rate per 100;000 population;3;562502636;CTS
Portugal;Southern Europe;Violent offences;by type of offence;Robbery;Total;Total;2012;Rate per 100;000 population;175;8831302;CTS
Portugal;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2012;Rate per 100;000 population;3;980502946;CTS
Portugal;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2012;Rate per 100;000 population;6;659504928;CTS
Portugal;Southern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2012;Rate per 100;000 population;19;27551426;CTS
Poland;Eastern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2012;Rate per 100;000 population;7;261876693;CTS
Poland;Eastern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2012;Rate per 100;000 population;3;746040139;CTS
Poland;Eastern Europe;Violent offences;by type of offence;Robbery;Total;Total;2012;Rate per 100;000 population;43;64712271;CTS
Poland;Eastern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2012;Rate per 100;000 population;0;70630645;CTS
Poland;Eastern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2012;Rate per 100;000 population;25;42964818;CTS
Norway;Northern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2012;Rate per 100;000 population;55;46784062;CTS
Norway;Northern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2012;Rate per 100;000 population;52;35637599;CTS
Norway;Northern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2012;Rate per 100;000 population;22;25893928;CTS
Norway;Northern Europe;Violent offences;by type of offence;Robbery;Total;Total;2012;Rate per 100;000 population;29;59880456;CTS
North Macedonia;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2012;Rate per 100;000 population;10;17222885;CTS
North Macedonia;Southern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2012;Rate per 100;000 population;5;785153849;CTS
North Macedonia;Southern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2012;Rate per 100;000 population;2;73013463;CTS
North Macedonia;Southern Europe;Violent offences;by type of offence;Robbery;Total;Total;2012;Rate per 100;000 population;22;61030963;CTS
