Country,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Score,,
Bulgaria,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2010,50,32989177,CTS
Bulgaria,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2010,1,589223235,CTS
Bosnia and Herzegovina,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2010,13,62847114,CTS
Bosnia and Herzegovina,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,3,967099521,CTS
Bosnia and Herzegovina,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,1,241405292,CTS
Bosnia and Herzegovina,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2010,0,26987072,CTS
Belgium,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2010,10,25712754,CTS
Belgium,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2010,710,8500206,CTS
Belgium,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,64,84296402,CTS
Belgium,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,30,24115677,CTS
Belgium,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2010,34,60180725,CTS
Belgium,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2010,218,873748,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2010,12,292242,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,1,517953892,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2010,50,26231942,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2010,0,201686181,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,3,885112757,CTS
Austria,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2010,42,87780717,CTS
Austria,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,10,40434866,CTS
Austria,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2010,51,24884883,CTS
Austria,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2010,0,107016158,CTS
Austria,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,39,23925781,CTS
Austria,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2010,28,84679983,CTS
Andorra,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2010,116,395008,CTS
Andorra,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,11,84076539,CTS
Andorra,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,1,184076539,CTS
Andorra,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2010,9,47261231,CTS
Andorra,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2010,0,CTS,
Albania,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2010,6,37932463,CTS
Albania,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,2,679756542,CTS
Albania,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,0,814103253,CTS
Albania,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2010,8,5348658,CTS
Albania,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2010,0,30528872,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,7,455039369,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,7,105389282,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,75,87406903,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,32,23024558,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2012,25,1248563,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,0,62437516,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,96,54381929,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,62,3400826,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,55,93736105,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,147,6503217,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2012,81,38058186,CTS
Spain,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,36,8718064,CTS
Spain,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,19,1402773,CTS
Spain,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,2,719755212,CTS
Spain,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,0,250727434,CTS
Spain,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,205,2713998,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,12,82907301,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,2,818508465,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,19,63465,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,0,194379894,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,98,74498621,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,40,31473192,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,1,625147233,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,17,98742505,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,0,129273075,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,11,83772018,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,14,7984657,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,4,306431818,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,0,950770661,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,42,40437149,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,0,123040909,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,3,11541001,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,76,43588317,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,0,355570648,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,20,17099504,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,9,56429484,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2012,3,882109218,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,85,12682285,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,4,424676604,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,15,78546637,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,7,618353796,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,1,933015142,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,7,97388687,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,15,13811753,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,8,832613148,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,4,97351099,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,2,25722336,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,3,562502636,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,175,8831302,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,3,980502946,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,6,659504928,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,19,27551426,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,7,261876693,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,3,746040139,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,43,64712271,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,0,70630645,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,25,42964818,CTS
Norway,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,55,46784062,CTS
Norway,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,52,35637599,CTS
Norway,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,22,25893928,CTS
Norway,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,29,59880456,CTS
North Macedonia,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,10,17222885,CTS
North Macedonia,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,5,785153849,CTS
North Macedonia,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,2,73013463,CTS
North Macedonia,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,22,61030963,CTS
North Macedonia,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,0,915982693,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,52,88279731,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,3,483832931,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,341,2369691,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,8,396930654,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,87,92956107,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,3,834288444,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,0,479286055,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,0,CTS,
Montenegro,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,26,84001911,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,18,69215616,CTS
Malta,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,41,25089792,CTS
Malta,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,19,44007833,CTS
Malta,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,3,81963638,CTS
Malta,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,60,92805037,CTS
Malta,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,0,CTS,
Malta,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2012,16,35811469,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,563,9958181,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,52,36834917,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,14,31652711,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,99,273813,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,10,73739533,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,5,844571821,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,5,844571821,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,63,14107647,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,2,134253755,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,14,48009086,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2012,8,635519039,CTS
Liechtenstein,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,188,4473576,CTS
Liechtenstein,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,32,7734535,CTS
Liechtenstein,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,10,9244845,CTS
Liechtenstein,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,13,65560563,CTS
Liechtenstein,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,0,CTS,
Latvia,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,64,4004218,CTS
Latvia,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,15,75626698,CTS
Latvia,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,3,93254868,CTS
Latvia,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,45,57717719,CTS
